,movieId,mean,min
76,163,4.320035172935576,3.6400703458711527
77,164,3.9745355411173326,3.9745355411173326
78,165,3.35209065976414,3.35209065976414
79,168,3.4504663424394724,2.6815316116742647
80,170,3.1060583780604367,3.1060583780604367
81,172,3.298159486476915,3.298159486476915
82,173,1.8489408023647704,1.8489408023647704
83,176,3.9708492255001167,3.9708492255001167
84,185,3.753369081623078,3.753369081623078
85,186,3.5237068965517238,3.5237068965517238
86,188,2.2961019490254873,2.2961019490254873
87,193,2.490260594893393,2.490260594893393
88,196,3.7569837457225583,3.7569837457225583
89,198,3.1060583780604367,3.1060583780604367
90,203,4.491379310344827,4.491379310344827
91,204,4.006983745722558,4.006983745722558
92,207,3.12953720508167,3.12953720508167
93,208,3.5467498621630402,3.5467498621630402
94,213,5.843012704174228,5.843012704174228
95,215,4.321387644546307,4.321387644546307
96,216,4.528401496925955,4.056802993851911
97,222,4.975754310344827,4.975754310344827
98,223,3.7448272597147625,3.0
99,224,4.032861014371903,3.9361848236621375
100,225,3.6486698609348744,3.12953720508167
101,227,2.6400703458711527,2.6400703458711527
102,230,4.474535541117333,4.474535541117333
103,231,4.459396805928761,3.918793611857522
104,232,4.970849225500117,4.970849225500117
105,233,3.8430127041742286,3.8430127041742286
106,235,4.214950805233108,4.0
107,236,1.9708492255001167,1.9708492255001167
108,239,5.33860153256705,5.33860153256705
109,246,4.970849225500117,4.970849225500117
110,250,3.0568029938519112,3.0568029938519112
111,252,5.023706896551724,5.023706896551724
112,253,3.3151933589647458,3.3151933589647458
113,256,4.975754310344827,4.975754310344827
114,257,3.6400703458711527,3.6400703458711527
115,260,4.8793505444658045,4.75870108893161
116,261,4.425579515436345,4.425579515436345
117,262,4.447460391425908,4.447460391425908
118,265,2.8430127041742286,2.8430127041742286
119,266,4.221133040121173,3.612068657147342
120,270,4.523706896551724,4.523706896551724
121,272,5.233995462044801,4.6249782199153735
122,273,3.53407599574576,3.1889599555061174
123,277,3.858110269396073,3.858110269396073
124,280,5.12953720508167,5.12953720508167
125,281,4.970849225500117,4.970849225500117
126,284,4.523706896551724,4.523706896551724
127,288,3.210414690563375,3.210414690563375
128,289,4.523706896551724,4.523706896551724
129,290,4.843012704174228,4.843012704174228
130,292,4.001239938396042,3.872942671710414
131,293,4.458904664836213,3.970348938246519
132,294,3.8430127041742286,3.8430127041742286
133,296,3.700986144795552,3.0
134,300,3.664105895616785,3.12953720508167
135,303,2.1060583780604367,2.1060583780604367
136,305,1.7212180200222469,1.7212180200222469
137,307,3.6482758620689655,3.6482758620689655
138,314,5.660496957403651,5.660496957403651
139,315,3.809380973825454,3.8038793103448274
140,316,3.172874857596978,3.0
141,317,3.6912892199983434,3.6912892199983434
142,318,3.939929517022403,3.0
143,322,4.406930964837173,4.406930964837173
144,327,2.025417512718515,1.7799785182067738
145,329,3.7629920678201083,3.625
146,333,4.5,4.0
147,334,3.8430127041742286,3.8430127041742286
148,337,4.292460966421375,4.047555161682877
149,338,2.490260594893393,2.490260594893393
150,339,3.9326826959313856,3.9326826959313856
151,342,4.948275862068965,4.948275862068965
152,344,3.3071517378972626,3.2257543103448274
153,348,4.378416524740217,4.378416524740217
154,349,4.071247829453789,4.0
155,350,5.077127935111723,4.106058378060437
156,353,3.5370457446604378,3.5370457446604378
157,356,4.314826795762291,4.0
158,357,4.223301767922472,3.4757543103448274
159,362,5.0,5.0
160,364,4.308178109153193,4.277754685739336
161,367,3.8427331503621267,3.6854663007242534
162,368,4.63790208969624,4.227606687229471
163,370,3.918062393420112,3.918062393420112
164,371,3.12953720508167,3.12953720508167
165,372,2.490260594893393,2.490260594893393
166,376,3.8079976631463475,3.8079976631463475
167,377,3.893626358331809,3.893626358331809
168,380,3.9462928981007828,3.9462928981007828
169,381,5.12953720508167,5.12953720508167
170,393,3.572300903119868,3.572300903119868
171,405,2.7598087690217197,2.7598087690217197
172,407,3.6816091954022987,3.6816091954022987
173,410,3.706808183341383,2.6878620563379387
174,415,3.1060583780604367,3.1060583780604367
175,417,3.9708492255001167,3.9708492255001167
176,420,4.267863490934944,4.267863490934944
177,423,3.0,3.0
178,424,1.294942528735632,1.294942528735632
179,426,4.106058378060437,4.106058378060437
180,428,3.8430127041742286,3.8430127041742286
181,431,3.828083005486218,3.828083005486218
182,432,2.7074939535275186,2.191465739567353
183,434,3.403845211175067,3.403845211175067
184,435,2.81687727564789,1.7866691654172913
185,436,3.1060583780604367,3.1060583780604367
186,438,3.1060583780604367,3.1060583780604367
187,440,3.406930964837173,3.406930964837173
188,441,3.881023250592914,3.7620465011858277
189,442,2.953352931987592,2.953352931987592
190,445,3.8321714542876304,3.8321714542876304
191,446,4.668351562551949,4.321387644546307
192,454,4.385235315377969,4.385235315377969
193,456,4.321387644546307,4.321387644546307
194,457,4.8333826490029885,4.666765298005978
195,459,3.0384538017802765,3.0384538017802765
196,464,2.490260594893393,2.490260594893393
197,466,3.995803483474125,3.995803483474125
198,471,3.506982873826134,3.506982873826134
199,474,4.264277681797394,4.264277681797394
200,479,2.1740823136818683,2.1740823136818683
201,480,3.980704279924973,3.9614085598499464
202,481,5.106058378060437,5.106058378060437
203,482,5.106058378060437,5.106058378060437
204,485,3.321195949117637,2.8557227328179824
205,490,3.5384538017802765,3.5384538017802765
206,492,4.146118435023212,4.146118435023212
207,493,4.970849225500117,4.970849225500117
208,494,4.873341956501851,4.873341956501851
209,497,3.8652083426674158,3.8652083426674158
210,500,3.5121360363717833,3.0
211,502,3.4159063442026323,3.1060583780604367
212,507,3.1466246893058725,3.1466246893058725
213,508,4.519482504015468,3.9094278029492644
214,509,3.9294531434195448,3.7293690817574197
215,514,3.7892921222315668,3.7892921222315668
216,515,5.347832401695672,4.852652099217115
217,517,4.106058378060437,4.106058378060437
218,520,3.858405996891314,3.858405996891314
219,521,4.106058378060437,4.106058378060437
220,527,4.610297232535652,4.220594465071304
221,529,4.340901496925955,3.0568029938519112
222,534,5.12953720508167,5.12953720508167
223,535,3.8430127041742286,3.8430127041742286
224,538,3.75175483078894,2.8430127041742286
225,539,4.298141063539203,4.298141063539203
226,540,3.4745355411173326,3.4745355411173326
227,541,4.2680214990258145,4.2680214990258145
228,543,3.3547812718922705,2.709562543784541
229,544,2.798159486476915,2.798159486476915
230,547,4.174082313681868,4.174082313681868
231,548,3.1060583780604367,3.1060583780604367
232,551,4.241571494830016,4.1445414570929815
233,552,4.182879821709973,4.0
234,553,4.106707208407473,3.213414416814945
235,555,4.649518825780228,4.649518825780228
236,562,4.131577230885435,3.9708492255001167
237,575,2.7456896551724137,2.7456896551724137
238,581,4.292305236270753,4.292305236270753
239,586,4.435331117838027,4.435331117838027
240,587,3.458325931679526,3.12953720508167
241,588,4.086373231693836,3.8386015325670497
242,589,4.39317656648991,4.357082057961649
243,590,4.37055850362575,4.0
244,592,3.933716544692943,3.8674330893858864
245,593,3.970321168418473,3.940642336836946
246,594,4.771468287013828,4.4947390818646475
247,595,4.356905101971563,3.8386015325670497
248,596,5.0,5.0
249,597,3.97409672622953,3.721218020022247
250,605,4.110281749369218,4.110281749369218
251,608,5.128409787796828,5.0
252,609,2.5580319596299406,2.5580319596299406
253,610,3.9708492255001167,3.9708492255001167
254,613,5.292305236270753,5.292305236270753
255,615,2.9708492255001167,2.9708492255001167
256,616,4.465724047114196,4.465724047114196
257,617,4.292305236270753,4.292305236270753
258,631,2.151860807401177,1.7456896551724137
259,637,3.024705634987384,2.4913793103448274
260,640,3.8430127041742286,3.8430127041742286
261,647,2.6400703458711527,2.6400703458711527
262,648,3.449125771625777,3.0
263,653,3.5013305680281257,3.5013305680281257
264,661,4.224137931034482,3.4482758620689653
265,671,3.379472302411747,3.379472302411747
266,673,3.2790159798149703,3.0
267,678,5.106058378060437,5.106058378060437
268,685,3.292305236270753,3.292305236270753
269,707,2.9599868962271105,2.9599868962271105
270,708,3.55910621872904,3.4040601238982537
271,714,4.515315480557593,4.515315480557593
272,719,3.3263793103448274,3.3263793103448274
273,720,1.5344827586206895,1.5344827586206895
274,728,3.496413784086419,3.292305236270753
275,733,3.722952637420478,3.445905274840956
276,735,4.236957215836526,4.181609195402299
277,736,3.237840924859741,3.0
278,737,3.490260594893393,3.490260594893393
279,743,3.351643787181726,3.146484580511541
280,745,3.3389689402637073,3.2456896551724137
281,748,3.798159486476915,3.798159486476915
282,750,4.566543300448693,4.409564433409701
283,762,3.2066752898351845,3.2066752898351845
284,765,3.896696842130711,3.5580319596299406
285,766,4.292305236270753,4.292305236270753
286,778,4.7152052741289925,4.7152052741289925
287,780,3.1033647216172016,3.0
288,782,3.1060583780604367,3.1060583780604367
289,783,4.534935105276128,4.466951041486841
290,784,4.558031959629941,4.558031959629941
291,785,4.267547873066897,4.107531582695887
292,786,3.7452902909391907,3.5529914817375077
293,788,3.490260594893393,3.490260594893393
294,791,4.292305236270753,4.292305236270753
295,798,3.1060583780604367,3.1060583780604367
296,799,0.5237068965517238,0.5237068965517238
297,800,4.823883477445567,4.321387644546307
298,802,5.12953720508167,5.12953720508167
299,804,4.0,4.0
300,805,3.8912829155820727,3.292305236270753
301,809,3.1060583780604367,3.1060583780604367
302,810,2.5580319596299406,2.5580319596299406
303,818,5.292305236270753,5.292305236270753
304,830,4.600457181926776,4.600457181926776
305,832,4.298159486476915,4.298159486476915
306,837,3.5580319596299406,3.5580319596299406
307,838,5.112304694665904,5.112304694665904
308,839,3.8569234950990094,3.8569234950990094
309,849,3.1060583780604367,3.1060583780604367
310,852,1.9708492255001167,1.9708492255001167
311,858,4.779001385496434,4.52574322492552
312,866,4.106058378060437,4.106058378060437
313,880,2.950643886328232,2.298159486476915
314,891,4.106058378060437,4.106058378060437
315,892,4.292305236270753,4.292305236270753
316,896,3.292305236270753,3.292305236270753
317,898,4.3025146801369045,4.3025146801369045
318,899,4.559327802000503,4.559327802000503
319,902,4.50733383958198,3.901948950050564
320,903,4.237401195459544,4.222059444210623
321,904,5.0371218946492995,4.850721621810913
322,905,4.3025146801369045,4.3025146801369045
323,908,4.54915419859093,4.54915419859093
324,909,4.1272454706138095,4.1272454706138095
325,910,4.624372882815633,4.0525146801369045
326,912,4.434129135830821,4.434129135830821
327,913,5.134638870937646,4.016534795166829
328,914,4.80229000254892,4.488200694753013
329,916,3.4905197638358945,2.515315480557593
330,919,4.690347562819944,4.380695125639887
331,920,4.650685598587522,4.475754310344827
332,921,4.2836417157275015,4.2836417157275015
333,922,5.025292861924642,5.025292861924642
334,923,4.364135064502822,3.7282701290056433
335,924,3.945760451439363,3.7263793103448273
336,926,4.668351562551949,4.515315480557593
337,927,4.2836417157275015,4.2836417157275015
338,928,4.8025146801369045,4.8025146801369045
339,930,4.358626195257975,4.358626195257975
340,933,5.1272454706138095,5.1272454706138095
341,934,4.056802993851911,4.056802993851911
342,938,2.0568029938519112,2.0568029938519112
343,940,5.0,5.0
344,942,3.9708492255001167,3.9708492255001167
345,943,4.0,4.0
346,945,3.283641715727502,3.283641715727502
347,949,3.989942528735632,3.989942528735632
348,950,4.321387644546307,4.321387644546307
349,951,4.5525146801369045,4.5525146801369045
350,953,4.393153634588781,3.890188834154351
351,954,5.0,5.0
352,955,4.399478598142547,4.2836417157275015
353,965,3.91835156255195,3.515315480557593
354,968,4.454818625633419,3.7206772957607215
355,969,3.490260594893393,3.490260594893393
356,984,5.292305236270753,5.292305236270753
357,990,4.523706896551724,4.523706896551724
358,994,3.3213876445463066,3.3213876445463066
359,996,2.5384538017802765,2.5384538017802765
360,998,1.9708492255001167,1.9708492255001167
361,999,4.106058378060437,4.106058378060437
362,1009,3.0,3.0
363,1017,4.14780637850089,4.14780637850089
364,1020,3.490260594893393,3.490260594893393
365,1022,3.9799082313681864,3.7708565072302553
366,1023,5.0,5.0
367,1024,5.0,5.0
368,1025,5.0,5.0
369,1027,2.490260594893393,2.490260594893393
370,1028,4.851530172711335,4.586681035077842
371,1029,4.729665721432786,4.459331442865572
372,1030,2.4854246127500583,1.9708492255001167
373,1031,4.485424612750059,3.9708492255001167
374,1032,4.641820857863751,4.2836417157275015
375,1033,4.074145699185845,3.959331442865573
376,1034,5.292305236270753,5.292305236270753
377,1035,4.45269776336861,4.45269776336861
378,1036,4.087930749364262,3.879669491557003
379,1037,4.106058378060437,4.106058378060437
380,1041,5.056846440408529,4.821387644546307
381,1042,4.132220296282514,4.0
382,1046,4.292305236270753,4.292305236270753
383,1047,3.708757922347223,3.708757922347223
384,1049,4.628400214439283,4.256800428878566
385,1057,4.631577230885435,3.9708492255001167
386,1060,4.316447938558937,4.0
387,1061,4.106058378060437,4.106058378060437
388,1064,4.328595011005135,4.328595011005135
389,1073,4.781096606857844,4.562193213715687
390,1077,3.7831703949064592,3.7831703949064592
391,1078,3.9708492255001167,3.9708492255001167
392,1079,4.683617737007223,4.683617737007223
393,1080,4.030623334158578,3.0612466683171564
394,1081,4.2836417157275015,4.2836417157275015
395,1082,3.9708492255001167,3.9708492255001167
396,1084,4.970849225500117,4.970849225500117
397,1086,4.646118435023212,4.646118435023212
398,1088,3.997633639866307,3.997633639866307
399,1089,4.5636707437361075,4.127341487472214
400,1090,4.571547195223591,4.0
401,1091,3.9708492255001167,3.9708492255001167
402,1092,4.409467160959465,3.81893432191893
403,1093,3.939860929388427,3.939860929388427
404,1094,2.6400703458711527,2.6400703458711527
405,1097,4.49841112725726,3.9968222545145187
406,1099,3.9708492255001167,3.9708492255001167
407,1100,2.0384538017802765,2.0384538017802765
408,1101,4.146991727748356,3.745785963333702
409,1103,3.405665086640969,3.405665086640969
410,1104,4.905665086640969,4.905665086640969
411,1112,3.9708492255001167,3.9708492255001167
412,1116,4.292305236270753,4.292305236270753
413,1124,4.970849225500117,4.970849225500117
414,1125,4.192255318126194,4.192255318126194
415,1127,4.194139115587906,4.0
416,1129,4.5384538017802765,4.5384538017802765
417,1130,3.294942528735632,3.294942528735632
418,1135,3.9708492255001167,3.9708492255001167
419,1136,4.656303678944813,4.3126073578896245
420,1137,4.292305236270753,4.292305236270753
421,1140,5.660496957403651,5.660496957403651
422,1144,4.292305236270753,4.292305236270753
423,1148,4.970849225500117,4.970849225500117
424,1171,4.6272454706138095,4.6272454706138095
425,1172,4.5263088822309925,4.5263088822309925
426,1173,3.721218020022247,3.721218020022247
427,1175,4.3007161382914365,4.3007161382914365
428,1179,4.1201831064293515,4.1201831064293515
429,1183,4.042292078109348,3.590133762211899
430,1184,4.970849225500117,4.970849225500117
431,1185,4.815673091451884,3.9708492255001167
432,1186,4.646118435023212,4.646118435023212
433,1188,4.24727806102592,4.24727806102592
434,1189,4.321387644546307,4.321387644546307
435,1192,4.015315480557593,4.015315480557593
436,1193,4.999119903049724,4.860261750172957
437,1194,3.9708492255001167,3.9708492255001167
438,1196,4.8538745016402665,4.707749003280533
439,1197,4.752818942544776,4.505637885089553
440,1198,4.698520793360782,4.3970415867215635
441,1199,4.821387644546307,4.821387644546307
442,1200,4.791258652219472,4.6044745484400655
443,1201,4.589156176611411,4.145266376211326
444,1202,5.5330459770114935,5.5330459770114935
445,1203,3.001324421792783,1.7456896551724137
446,1204,3.67108000161422,3.67108000161422
447,1206,4.1792060642370785,3.3584121284741575
448,1207,5.211601631939141,4.980170910705129
449,1208,4.268130851427212,4.0
450,1210,4.728782559542236,4.457565119084473
451,1211,3.6482758620689655,3.6482758620689655
452,1212,4.205716957790402,3.8961184350232116
453,1213,4.856861505651686,4.7137230113033715
454,1214,4.155653437636614,4.0
455,1215,4.08071468298109,3.972469410456062
456,1216,4.106058378060437,4.106058378060437
457,1217,3.9708492255001167,3.9708492255001167
458,1219,2.9977209100131637,2.0
459,1220,4.505081403758533,4.010162807517066
460,1221,5.039394014708392,4.83309837424437
461,1222,4.903361282389,4.806722564777999
462,1224,4.910693822273153,4.821387644546307
463,1225,4.958895042374541,4.723778087453624
464,1226,5.0,5.0
465,1227,3.9708492255001167,3.9708492255001167
466,1228,4.572465769590993,4.572465769590993
467,1230,5.1272454706138095,5.1272454706138095
468,1231,4.730554910196755,4.730554910196755
469,1233,4.712527631336425,4.712527631336425
470,1234,4.225848093656957,4.225848093656957
471,1235,5.076229210451208,5.076229210451208
472,1237,5.869603801040656,5.660496957403651
473,1238,5.2836417157275015,5.2836417157275015
474,1240,4.584287731990879,4.1685754639817585
475,1241,4.979908231368187,4.770856507230255
476,1242,4.370152677138875,4.303879310344827
477,1244,4.525292861924642,4.525292861924642
478,1245,4.821387644546307,4.821387644546307
479,1246,4.500228233410065,4.336967545638945
480,1247,4.555414232632287,4.555414232632287
481,1250,3.9725688725000454,3.9725688725000454
482,1252,4.490314190378565,4.490314190378565
483,1254,3.90582411971985,3.90582411971985
484,1256,4.460111177394854,3.920222354789707
485,1257,4.970849225500117,4.970849225500117
486,1258,4.032700039708242,3.0
487,1259,4.904366557569525,4.904366557569525
488,1260,4.321387644546307,4.321387644546307
489,1261,4.873547595281082,4.770856507230255
490,1262,4.055564263178956,4.055564263178956
491,1263,4.291539684760451,4.291539684760451
492,1265,4.108488055980361,4.0
493,1266,4.90582411971985,4.90582411971985
494,1267,4.691959528591308,4.691959528591308
495,1269,4.3025146801369045,4.3025146801369045
496,1270,4.75357047051964,4.50714094103928
497,1271,5.015315480557593,5.015315480557593
498,1272,4.597620162737778,4.468861015130728
499,1273,3.283641715727502,3.283641715727502
500,1275,4.761194699742324,4.5223893994846485
501,1276,4.8292040166747165,4.405665086640969
502,1277,4.529356943150047,4.529356943150047
503,1278,4.804144206976331,4.608288413952662
504,1282,4.641820857863751,4.2836417157275015
505,1283,4.6563834774455675,4.321387644546307
506,1284,4.146118435023212,4.146118435023212
507,1285,3.9185780943237933,3.9185780943237933
508,1287,3.8213876445463066,3.8213876445463066
509,1288,4.761352778661541,4.761352778661541
510,1290,2.9708492255001167,2.9708492255001167
511,1291,4.696252654213952,4.392505308427903
512,1292,4.663647307612896,4.663647307612896
513,1293,3.9977349791140875,3.9977349791140875
514,1296,4.970849225500117,4.970849225500117
515,1297,3.9708492255001167,3.9708492255001167
516,1298,4.665715342978087,4.331430685956174
517,1299,4.896118435023212,4.896118435023212
518,1302,3.427375148310871,3.2527429467084636
519,1303,5.4902605948933925,5.4902605948933925
520,1304,4.476436728376454,4.419827479741413
521,1307,4.149896370581413,4.149896370581413
522,1320,3.8008675133966325,3.8008675133966325
523,1321,4.214067484275385,4.058165086640969
524,1327,3.1060583780604367,3.1060583780604367
525,1333,3.642442528735632,3.642442528735632
526,1339,4.294942528735632,4.294942528735632
527,1341,4.681609195402299,4.681609195402299
528,1343,4.106058378060437,4.106058378060437
529,1344,3.9708492255001167,3.9708492255001167
530,1345,4.970849225500117,4.970849225500117
531,1347,4.3773385220043535,4.3773385220043535
532,1348,4.0,4.0
533,1350,4.970849225500117,4.970849225500117
534,1353,3.292305236270753,3.292305236270753
535,1356,4.495984353703139,4.21727444577003
536,1357,5.310608342872293,5.310608342872293
537,1358,3.7560437748344446,3.2983645383655182
538,1366,4.292305236270753,4.292305236270753
539,1367,3.9173326964755546,3.6089110826062814
540,1370,4.093387972758642,4.093387972758642
541,1371,3.171022872330219,2.625
542,1372,4.073769713980219,3.5225394279604383
543,1373,2.791445644487669,2.625
544,1374,4.429884597050405,4.234769194100809
545,1375,4.13857396155857,4.13857396155857
546,1376,4.489268228481179,4.489268228481179
547,1377,3.2084983195404035,3.0
548,1378,4.106058378060437,4.106058378060437
549,1379,3.1060583780604367,3.1060583780604367
550,1380,4.970849225500117,4.970849225500117
551,1381,1.5293569431500464,1.5293569431500464
552,1385,3.798159486476915,3.798159486476915
553,1387,4.856191017394812,4.856191017394812
554,1388,3.1060583780604367,3.1060583780604367
555,1389,2.1060583780604367,2.1060583780604367
556,1390,3.490260594893393,3.490260594893393
557,1391,2.744494809074606,1.6604969574036508
558,1392,2.9708492255001167,2.9708492255001167
559,1393,4.645785193743334,4.645785193743334
560,1394,4.980740992913104,4.980740992913104
561,1395,3.9708492255001167,3.9708492255001167
562,1396,3.5530291890302186,3.0
563,1405,3.6521746606749814,2.9757543103448274
564,1407,2.974902601115931,2.974902601115931
565,1408,3.8200351729355764,3.0
566,1409,3.4482758620689653,3.4482758620689653
567,1411,4.706996982399627,4.706996982399627
568,1414,3.3964074661861576,3.3964074661861576
569,1416,3.9108310897104,3.5293569431500464
570,1417,3.292305236270753,3.292305236270753
571,1422,4.106058378060437,4.106058378060437
572,1429,4.023706896551724,4.023706896551724
573,1431,3.1060583780604367,3.1060583780604367
574,1438,3.967326694532786,3.967326694532786
575,1441,5.266457680250784,5.266457680250784
576,1442,3.174554115061332,2.292305236270753
577,1445,3.0530291890302186,3.0
578,1446,4.660496957403651,4.660496957403651
579,1449,4.742012327001917,4.587906218980622
580,1454,2.9708492255001167,2.9708492255001167
581,1457,4.523706896551724,4.523706896551724
582,1459,4.106058378060437,4.106058378060437
583,1466,3.994749672152885,3.994749672152885
584,1473,4.0,4.0
585,1476,3.9708492255001167,3.9708492255001167
586,1479,3.0384538017802765,3.0384538017802765
587,1480,3.9172896355427596,3.6604969574036508
588,1485,3.744753610143248,3.744753610143248
589,1497,5.023706896551724,5.023706896551724
590,1499,2.1060583780604367,2.1060583780604367
591,1500,4.3556184329020775,4.0
592,1515,3.1060583780604367,3.1060583780604367
593,1517,4.985424612750059,4.970849225500117
594,1518,4.200204833370759,4.200204833370759
595,1519,1.6604969574036508,1.6604969574036508
596,1527,4.555512802675909,3.824356439934527
597,1537,4.14780637850089,4.14780637850089
598,1541,1.9708492255001167,1.9708492255001167
599,1544,3.358714889428934,3.358714889428934
600,1550,0.9708492255001167,0.9708492255001167
601,1552,4.057461849082583,4.0
602,1554,3.2235221674876846,3.2235221674876846
603,1556,2.2987188442026323,2.1060583780604367
604,1562,0.9708492255001167,0.9708492255001167
605,1566,4.24320395553397,4.14780637850089
606,1569,3.74727806102592,3.74727806102592
607,1573,4.0418316528737375,3.083663305747474
608,1580,3.039534478709723,3.0
609,1581,1.9708492255001167,1.9708492255001167
610,1584,3.8574692285741903,3.7634677588204606
611,1586,4.072465769590993,4.072465769590993
612,1587,3.7184804672488454,2.436960934497691
613,1589,3.1060583780604367,3.1060583780604367
614,1590,3.9136381990413422,3.1060583780604367
615,1596,4.660496957403651,4.660496957403651
616,1597,3.7503299724141406,3.7503299724141406
617,1598,3.1060583780604367,3.1060583780604367
618,1605,4.023706896551724,4.023706896551724
619,1608,3.866871500037426,3.866871500037426
620,1610,4.576295927774296,4.576295927774296
621,1614,2.36865345287545,2.36865345287545
622,1615,5.106058378060437,5.106058378060437
623,1616,4.200204833370759,4.200204833370759
624,1617,5.05105319748395,5.0
625,1619,3.721218020022247,3.721218020022247
626,1620,4.0,4.0
627,1624,1.6604969574036508,1.6604969574036508
628,1625,5.040715342978087,5.0
629,1626,4.023706896551724,4.023706896551724
630,1627,3.9708492255001167,3.9708492255001167
631,1633,5.660496957403651,5.660496957403651
632,1635,5.02034391285995,4.970849225500117
633,1639,4.721218020022247,4.721218020022247
634,1641,5.088487390362367,4.516477823321083
635,1643,5.660496957403651,5.660496957403651
636,1644,2.6642975055025677,2.3285950110051354
637,1645,4.106058378060437,4.106058378060437
638,1648,3.9708492255001167,3.9708492255001167
639,1652,4.523706896551724,4.523706896551724
640,1653,4.090413566081957,3.939447821819087
641,1663,3.9496799546327783,3.9496799546327783
642,1673,4.46609841603562,4.46609841603562
643,1674,4.299431749368953,4.299431749368953
644,1676,3.320789624843761,3.0
645,1680,5.625,5.625
646,1681,1.9482758620689653,1.9482758620689653
647,1682,4.48086886141434,4.124770177189734
648,1683,3.6604969574036508,3.6604969574036508
649,1686,4.106058378060437,4.106058378060437
650,1687,3.366871500037426,3.366871500037426
651,1690,3.1060583780604367,3.1060583780604367
652,1693,4.460687894856781,4.460687894856781
653,1694,4.660496957403651,4.660496957403651
654,1696,2.6604969574036508,2.6604969574036508
655,1701,4.970849225500117,4.970849225500117
656,1703,4.745689655172414,4.745689655172414
657,1704,4.485866519172397,4.4717330383447935
658,1707,4.023706896551724,4.023706896551724
659,1711,3.312109984353511,2.6604969574036508
660,1717,2.294942528735632,2.294942528735632
661,1719,5.315673091451884,4.970849225500117
662,1721,4.44587588514117,3.6129803006032946
663,1722,3.5384538017802765,3.5384538017802765
664,1729,4.217326694532786,4.217326694532786
665,1730,4.660496957403651,4.660496957403651
666,1732,4.248028473302507,3.496056946605014
667,1733,5.023706896551724,5.023706896551724
668,1734,5.015315480557593,5.015315480557593
669,1747,4.040233015853328,3.1328958771178743
670,1748,4.006720927064684,3.709562543784541
671,1753,4.294942528735632,4.294942528735632
672,1754,3.5724657695909925,3.5724657695909925
673,1760,1.4474603914259085,1.4474603914259085
674,1769,3.0384538017802765,3.0384538017802765
675,1772,3.436960934497691,3.436960934497691
